model,SAE,query,featurenumber
gemma-2-2b,gemmascope-res-16k,This is a riot,16123
gemma-2-2b,gemmascope-res-16k,This is a riot,3736
gemma-2-2b,gemmascope-res-16k,This is a riot,4575
gemma-2-2b,gemmascope-res-16k,This is a riot,4667
gemma-2-2b,gemmascope-res-16k,This is a riot,5914
gemma-2-2b,gemmascope-res-16k,This is a riot,7795
gemma-2-2b,gemmascope-res-16k,This is a riot,9011
gemma-2-2b,gemmascope-res-16k,This is a riot,9139
gemma-2-2b,gemmascope-res-16k,This is a riot,932
gemma-2-2b,gemmascope-res-16k,This is a riot,9625
gemma-2-2b,gemmascope-res-16k,This is a sacrament,11527
gemma-2-2b,gemmascope-res-16k,This is a sacrament,11795
gemma-2-2b,gemmascope-res-16k,This is a sacrament,12317
gemma-2-2b,gemmascope-res-16k,This is a sacrament,13423
gemma-2-2b,gemmascope-res-16k,This is a sacrament,13966
gemma-2-2b,gemmascope-res-16k,This is a sacrament,14781
gemma-2-2b,gemmascope-res-16k,This is a sacrament,1479
gemma-2-2b,gemmascope-res-16k,This is a sacrament,15771
gemma-2-2b,gemmascope-res-16k,This is a sacrament,16123
gemma-2-2b,gemmascope-res-16k,This is a sacrament,3736
gemma-2-2b,gemmascope-res-16k,This is a sacrament,4575
gemma-2-2b,gemmascope-res-16k,This is a sacrament,4667
gemma-2-2b,gemmascope-res-16k,This is a sacrament,5914
gemma-2-2b,gemmascope-res-16k,This is a sacrament,7795
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9011
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9139
gemma-2-2b,gemmascope-res-16k,This is a sacrament,932
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9625
gemma-2-2b,gemmascope-res-16k,This is a sacrament,This is a sacrament
gemma-2-2b,gemmascope-res-16k,This is a sacrament,This is a sacrament
gemma-2-2b,gemmascope-res-16k,This is a sacrament,11527
gemma-2-2b,gemmascope-res-16k,This is a sacrament,11795
gemma-2-2b,gemmascope-res-16k,This is a sacrament,12317
gemma-2-2b,gemmascope-res-16k,This is a sacrament,13423
gemma-2-2b,gemmascope-res-16k,This is a sacrament,13966
gemma-2-2b,gemmascope-res-16k,This is a sacrament,14781
gemma-2-2b,gemmascope-res-16k,This is a sacrament,1479
gemma-2-2b,gemmascope-res-16k,This is a sacrament,15771
gemma-2-2b,gemmascope-res-16k,This is a sacrament,16123
gemma-2-2b,gemmascope-res-16k,This is a sacrament,3736
gemma-2-2b,gemmascope-res-16k,This is a sacrament,4575
gemma-2-2b,gemmascope-res-16k,This is a sacrament,4667
gemma-2-2b,gemmascope-res-16k,This is a sacrament,5914
gemma-2-2b,gemmascope-res-16k,This is a sacrament,7795
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9011
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9139
gemma-2-2b,gemmascope-res-16k,This is a sacrament,932
gemma-2-2b,gemmascope-res-16k,This is a sacrament,9625
gemma-2-2b,gemmascope-res-16k,This is a Sangha,11795
gemma-2-2b,gemmascope-res-16k,This is a Sangha,12317
gemma-2-2b,gemmascope-res-16k,This is a Sangha,13423
gemma-2-2b,gemmascope-res-16k,This is a Sangha,13966
gemma-2-2b,gemmascope-res-16k,This is a Sangha,14781
gemma-2-2b,gemmascope-res-16k,This is a Sangha,1479
gemma-2-2b,gemmascope-res-16k,This is a Sangha,15881
gemma-2-2b,gemmascope-res-16k,This is a Sangha,16123
gemma-2-2b,gemmascope-res-16k,This is a Sangha,3736
gemma-2-2b,gemmascope-res-16k,This is a Sangha,4575
gemma-2-2b,gemmascope-res-16k,This is a Sangha,4667
gemma-2-2b,gemmascope-res-16k,This is a Sangha,5612
gemma-2-2b,gemmascope-res-16k,This is a Sangha,889
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9011
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9139
gemma-2-2b,gemmascope-res-16k,This is a Sangha,932
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9625
gemma-2-2b,gemmascope-res-16k,This is a Sangha,This is a Sangha
gemma-2-2b,gemmascope-res-16k,This is a Sangha,This is a Sangha
gemma-2-2b,gemmascope-res-16k,This is a Sangha,11795
gemma-2-2b,gemmascope-res-16k,This is a Sangha,12317
gemma-2-2b,gemmascope-res-16k,This is a Sangha,13423
gemma-2-2b,gemmascope-res-16k,This is a Sangha,13966
gemma-2-2b,gemmascope-res-16k,This is a Sangha,14781
gemma-2-2b,gemmascope-res-16k,This is a Sangha,1479
gemma-2-2b,gemmascope-res-16k,This is a Sangha,15881
gemma-2-2b,gemmascope-res-16k,This is a Sangha,16123
gemma-2-2b,gemmascope-res-16k,This is a Sangha,3736
gemma-2-2b,gemmascope-res-16k,This is a Sangha,4575
gemma-2-2b,gemmascope-res-16k,This is a Sangha,4667
gemma-2-2b,gemmascope-res-16k,This is a Sangha,5612
gemma-2-2b,gemmascope-res-16k,This is a Sangha,889
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9011
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9139
gemma-2-2b,gemmascope-res-16k,This is a Sangha,932
gemma-2-2b,gemmascope-res-16k,This is a Sangha,9625
gemma-2-2b,gemmascope-res-16k,This is a shooting,11527
gemma-2-2b,gemmascope-res-16k,This is a shooting,11795
gemma-2-2b,gemmascope-res-16k,This is a shooting,12317
gemma-2-2b,gemmascope-res-16k,This is a shooting,12446
gemma-2-2b,gemmascope-res-16k,This is a shooting,13423
gemma-2-2b,gemmascope-res-16k,This is a shooting,13966
gemma-2-2b,gemmascope-res-16k,This is a shooting,14781
gemma-2-2b,gemmascope-res-16k,This is a shooting,1479
gemma-2-2b,gemmascope-res-16k,This is a shooting,15771
gemma-2-2b,gemmascope-res-16k,This is a shooting,16123
gemma-2-2b,gemmascope-res-16k,This is a shooting,3736
gemma-2-2b,gemmascope-res-16k,This is a shooting,4575
gemma-2-2b,gemmascope-res-16k,This is a shooting,4667
gemma-2-2b,gemmascope-res-16k,This is a shooting,7795
gemma-2-2b,gemmascope-res-16k,This is a shooting,8504
gemma-2-2b,gemmascope-res-16k,This is a shooting,9011
gemma-2-2b,gemmascope-res-16k,This is a shooting,9139
gemma-2-2b,gemmascope-res-16k,This is a shooting,932
gemma-2-2b,gemmascope-res-16k,This is a shooting,9625
gemma-2-2b,gemmascope-res-16k,This is a shooting,This is a shooting
gemma-2-2b,gemmascope-res-16k,This is a shooting,This is a shooting
gemma-2-2b,gemmascope-res-16k,This is a shooting,11527
gemma-2-2b,gemmascope-res-16k,This is a shooting,11795
gemma-2-2b,gemmascope-res-16k,This is a shooting,12317
gemma-2-2b,gemmascope-res-16k,This is a shooting,12446
gemma-2-2b,gemmascope-res-16k,This is a shooting,13423
gemma-2-2b,gemmascope-res-16k,This is a shooting,13966
gemma-2-2b,gemmascope-res-16k,This is a shooting,14781
gemma-2-2b,gemmascope-res-16k,This is a shooting,1479
gemma-2-2b,gemmascope-res-16k,This is a shooting,15771
gemma-2-2b,gemmascope-res-16k,This is a shooting,16123
gemma-2-2b,gemmascope-res-16k,This is a shooting,3736
gemma-2-2b,gemmascope-res-16k,This is a shooting,4575
gemma-2-2b,gemmascope-res-16k,This is a shooting,4667
gemma-2-2b,gemmascope-res-16k,This is a shooting,7795
gemma-2-2b,gemmascope-res-16k,This is a shooting,8504
gemma-2-2b,gemmascope-res-16k,This is a shooting,9011
gemma-2-2b,gemmascope-res-16k,This is a shooting,9139
gemma-2-2b,gemmascope-res-16k,This is a shooting,932
gemma-2-2b,gemmascope-res-16k,This is a shooting,9625
gemma-2-2b,gemmascope-res-16k,This is a stupa,11527
gemma-2-2b,gemmascope-res-16k,This is a stupa,11795
gemma-2-2b,gemmascope-res-16k,This is a stupa,12317
gemma-2-2b,gemmascope-res-16k,This is a stupa,12373
gemma-2-2b,gemmascope-res-16k,This is a stupa,13423
gemma-2-2b,gemmascope-res-16k,This is a stupa,13966
gemma-2-2b,gemmascope-res-16k,This is a stupa,14781
gemma-2-2b,gemmascope-res-16k,This is a stupa,1479
gemma-2-2b,gemmascope-res-16k,This is a stupa,16123
gemma-2-2b,gemmascope-res-16k,This is a stupa,3736
gemma-2-2b,gemmascope-res-16k,This is a stupa,4575
gemma-2-2b,gemmascope-res-16k,This is a stupa,4667
gemma-2-2b,gemmascope-res-16k,This is a stupa,9011
gemma-2-2b,gemmascope-res-16k,This is a stupa,9139
gemma-2-2b,gemmascope-res-16k,This is a stupa,932
gemma-2-2b,gemmascope-res-16k,This is a stupa,9625
gemma-2-2b,gemmascope-res-16k,This is a stupa,This is a stupa
gemma-2-2b,gemmascope-res-16k,This is a stupa,This is a stupa
gemma-2-2b,gemmascope-res-16k,This is a stupa,11527
gemma-2-2b,gemmascope-res-16k,This is a stupa,11795
gemma-2-2b,gemmascope-res-16k,This is a stupa,12317
gemma-2-2b,gemmascope-res-16k,This is a stupa,12373
gemma-2-2b,gemmascope-res-16k,This is a stupa,13423
gemma-2-2b,gemmascope-res-16k,This is a stupa,13966
gemma-2-2b,gemmascope-res-16k,This is a stupa,14781
gemma-2-2b,gemmascope-res-16k,This is a stupa,1479
gemma-2-2b,gemmascope-res-16k,This is a stupa,16123
gemma-2-2b,gemmascope-res-16k,This is a stupa,3736
gemma-2-2b,gemmascope-res-16k,This is a stupa,4575
gemma-2-2b,gemmascope-res-16k,This is a stupa,4667
gemma-2-2b,gemmascope-res-16k,This is a stupa,9011
gemma-2-2b,gemmascope-res-16k,This is a stupa,9139
gemma-2-2b,gemmascope-res-16k,This is a stupa,932
gemma-2-2b,gemmascope-res-16k,This is a stupa,9625
gemma-2-2b,gemmascope-res-16k,This is a synagogue,11527
gemma-2-2b,gemmascope-res-16k,This is a synagogue,11795
gemma-2-2b,gemmascope-res-16k,This is a synagogue,12317
gemma-2-2b,gemmascope-res-16k,This is a synagogue,13423
gemma-2-2b,gemmascope-res-16k,This is a synagogue,13966
gemma-2-2b,gemmascope-res-16k,This is a synagogue,14781
gemma-2-2b,gemmascope-res-16k,This is a synagogue,1479
gemma-2-2b,gemmascope-res-16k,This is a synagogue,15771
gemma-2-2b,gemmascope-res-16k,This is a synagogue,16123
gemma-2-2b,gemmascope-res-16k,This is a synagogue,3736
gemma-2-2b,gemmascope-res-16k,This is a synagogue,4575
gemma-2-2b,gemmascope-res-16k,This is a synagogue,4667
gemma-2-2b,gemmascope-res-16k,This is a synagogue,5914
gemma-2-2b,gemmascope-res-16k,This is a synagogue,7795
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9011
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9139
gemma-2-2b,gemmascope-res-16k,This is a synagogue,932
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9625
gemma-2-2b,gemmascope-res-16k,This is a synagogue,This is a synagogue
gemma-2-2b,gemmascope-res-16k,This is a synagogue,This is a synagogue
gemma-2-2b,gemmascope-res-16k,This is a synagogue,11527
gemma-2-2b,gemmascope-res-16k,This is a synagogue,11795
gemma-2-2b,gemmascope-res-16k,This is a synagogue,12317
gemma-2-2b,gemmascope-res-16k,This is a synagogue,13423
gemma-2-2b,gemmascope-res-16k,This is a synagogue,13966
gemma-2-2b,gemmascope-res-16k,This is a synagogue,14781
gemma-2-2b,gemmascope-res-16k,This is a synagogue,1479
gemma-2-2b,gemmascope-res-16k,This is a synagogue,15771
gemma-2-2b,gemmascope-res-16k,This is a synagogue,16123
gemma-2-2b,gemmascope-res-16k,This is a synagogue,3736
gemma-2-2b,gemmascope-res-16k,This is a synagogue,4575
gemma-2-2b,gemmascope-res-16k,This is a synagogue,4667
gemma-2-2b,gemmascope-res-16k,This is a synagogue,5914
gemma-2-2b,gemmascope-res-16k,This is a synagogue,7795
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9011
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9139
gemma-2-2b,gemmascope-res-16k,This is a synagogue,932
gemma-2-2b,gemmascope-res-16k,This is a synagogue,9625
gemma-2-2b,gemmascope-res-16k,This is a talmud,11063
gemma-2-2b,gemmascope-res-16k,This is a talmud,12317
gemma-2-2b,gemmascope-res-16k,This is a talmud,13423
gemma-2-2b,gemmascope-res-16k,This is a talmud,14668
gemma-2-2b,gemmascope-res-16k,This is a talmud,1479
gemma-2-2b,gemmascope-res-16k,This is a talmud,16123
gemma-2-2b,gemmascope-res-16k,This is a talmud,1735
gemma-2-2b,gemmascope-res-16k,This is a talmud,2347
gemma-2-2b,gemmascope-res-16k,This is a talmud,2604
gemma-2-2b,gemmascope-res-16k,This is a talmud,3736
gemma-2-2b,gemmascope-res-16k,This is a talmud,4575
gemma-2-2b,gemmascope-res-16k,This is a talmud,4667
gemma-2-2b,gemmascope-res-16k,This is a talmud,6508
gemma-2-2b,gemmascope-res-16k,This is a talmud,9011
gemma-2-2b,gemmascope-res-16k,This is a talmud,9139
gemma-2-2b,gemmascope-res-16k,This is a talmud,9625
gemma-2-2b,gemmascope-res-16k,This is a talmud,This is a talmud
gemma-2-2b,gemmascope-res-16k,This is a talmud,This is a talmud
gemma-2-2b,gemmascope-res-16k,This is a talmud,11063
gemma-2-2b,gemmascope-res-16k,This is a talmud,12317
gemma-2-2b,gemmascope-res-16k,This is a talmud,13423
gemma-2-2b,gemmascope-res-16k,This is a talmud,14668
gemma-2-2b,gemmascope-res-16k,This is a talmud,1479
gemma-2-2b,gemmascope-res-16k,This is a talmud,16123
gemma-2-2b,gemmascope-res-16k,This is a talmud,1735
gemma-2-2b,gemmascope-res-16k,This is a talmud,2347
gemma-2-2b,gemmascope-res-16k,This is a talmud,2604
gemma-2-2b,gemmascope-res-16k,This is a talmud,3736
gemma-2-2b,gemmascope-res-16k,This is a talmud,4575
gemma-2-2b,gemmascope-res-16k,This is a talmud,4667
gemma-2-2b,gemmascope-res-16k,This is a talmud,6508
gemma-2-2b,gemmascope-res-16k,This is a talmud,9011
gemma-2-2b,gemmascope-res-16k,This is a talmud,9139
gemma-2-2b,gemmascope-res-16k,This is a talmud,9625
gemma-2-2b,gemmascope-res-16k,This is a terror attack,11527
gemma-2-2b,gemmascope-res-16k,This is a terror attack,11795
gemma-2-2b,gemmascope-res-16k,This is a terror attack,12317
gemma-2-2b,gemmascope-res-16k,This is a terror attack,13423
gemma-2-2b,gemmascope-res-16k,This is a terror attack,13966
gemma-2-2b,gemmascope-res-16k,This is a terror attack,14781
gemma-2-2b,gemmascope-res-16k,This is a terror attack,1479
gemma-2-2b,gemmascope-res-16k,This is a terror attack,15771
gemma-2-2b,gemmascope-res-16k,This is a terror attack,16123
gemma-2-2b,gemmascope-res-16k,This is a terror attack,3736
gemma-2-2b,gemmascope-res-16k,This is a terror attack,4575
gemma-2-2b,gemmascope-res-16k,This is a terror attack,4667
gemma-2-2b,gemmascope-res-16k,This is a terror attack,7795
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9011
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9139
gemma-2-2b,gemmascope-res-16k,This is a terror attack,932
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9625
gemma-2-2b,gemmascope-res-16k,This is a terror attack,This is a terror attack
gemma-2-2b,gemmascope-res-16k,This is a terror attack,This is a terror attack
gemma-2-2b,gemmascope-res-16k,This is a terror attack,11527
gemma-2-2b,gemmascope-res-16k,This is a terror attack,11795
gemma-2-2b,gemmascope-res-16k,This is a terror attack,12317
gemma-2-2b,gemmascope-res-16k,This is a terror attack,13423
gemma-2-2b,gemmascope-res-16k,This is a terror attack,13966
gemma-2-2b,gemmascope-res-16k,This is a terror attack,14781
gemma-2-2b,gemmascope-res-16k,This is a terror attack,1479
gemma-2-2b,gemmascope-res-16k,This is a terror attack,15771
gemma-2-2b,gemmascope-res-16k,This is a terror attack,16123
gemma-2-2b,gemmascope-res-16k,This is a terror attack,3736
gemma-2-2b,gemmascope-res-16k,This is a terror attack,4575
gemma-2-2b,gemmascope-res-16k,This is a terror attack,4667
gemma-2-2b,gemmascope-res-16k,This is a terror attack,7795
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9011
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9139
gemma-2-2b,gemmascope-res-16k,This is a terror attack,932
gemma-2-2b,gemmascope-res-16k,This is a terror attack,9625
gemma-2-2b,gemmascope-res-16k,This is a terrorist,11527
gemma-2-2b,gemmascope-res-16k,This is a terrorist,11795
gemma-2-2b,gemmascope-res-16k,This is a terrorist,12317
gemma-2-2b,gemmascope-res-16k,This is a terrorist,13423
gemma-2-2b,gemmascope-res-16k,This is a terrorist,13966
gemma-2-2b,gemmascope-res-16k,This is a terrorist,14781
gemma-2-2b,gemmascope-res-16k,This is a terrorist,1479
gemma-2-2b,gemmascope-res-16k,This is a terrorist,15771
gemma-2-2b,gemmascope-res-16k,This is a terrorist,16123
gemma-2-2b,gemmascope-res-16k,This is a terrorist,3736
gemma-2-2b,gemmascope-res-16k,This is a terrorist,4575
gemma-2-2b,gemmascope-res-16k,This is a terrorist,4667
gemma-2-2b,gemmascope-res-16k,This is a terrorist,5914
gemma-2-2b,gemmascope-res-16k,This is a terrorist,7795
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9011
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9139
gemma-2-2b,gemmascope-res-16k,This is a terrorist,932
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9625
gemma-2-2b,gemmascope-res-16k,This is a terrorist,This is a terrorist
gemma-2-2b,gemmascope-res-16k,This is a terrorist,This is a terrorist
gemma-2-2b,gemmascope-res-16k,This is a terrorist,11527
gemma-2-2b,gemmascope-res-16k,This is a terrorist,11795
gemma-2-2b,gemmascope-res-16k,This is a terrorist,12317
gemma-2-2b,gemmascope-res-16k,This is a terrorist,13423
gemma-2-2b,gemmascope-res-16k,This is a terrorist,13966
gemma-2-2b,gemmascope-res-16k,This is a terrorist,14781
gemma-2-2b,gemmascope-res-16k,This is a terrorist,1479
gemma-2-2b,gemmascope-res-16k,This is a terrorist,15771
gemma-2-2b,gemmascope-res-16k,This is a terrorist,16123
gemma-2-2b,gemmascope-res-16k,This is a terrorist,3736
gemma-2-2b,gemmascope-res-16k,This is a terrorist,4575
gemma-2-2b,gemmascope-res-16k,This is a terrorist,4667
gemma-2-2b,gemmascope-res-16k,This is a terrorist,5914
gemma-2-2b,gemmascope-res-16k,This is a terrorist,7795
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9011
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9139
gemma-2-2b,gemmascope-res-16k,This is a terrorist,932
gemma-2-2b,gemmascope-res-16k,This is a terrorist,9625
gemma-2-2b,gemmascope-res-16k,This is a torah,11856
gemma-2-2b,gemmascope-res-16k,This is a torah,12234
gemma-2-2b,gemmascope-res-16k,This is a torah,12317
gemma-2-2b,gemmascope-res-16k,This is a torah,13423
gemma-2-2b,gemmascope-res-16k,This is a torah,13460
gemma-2-2b,gemmascope-res-16k,This is a torah,13721
gemma-2-2b,gemmascope-res-16k,This is a torah,1479
gemma-2-2b,gemmascope-res-16k,This is a torah,1579
gemma-2-2b,gemmascope-res-16k,This is a torah,16123
gemma-2-2b,gemmascope-res-16k,This is a torah,3736
gemma-2-2b,gemmascope-res-16k,This is a torah,4575
gemma-2-2b,gemmascope-res-16k,This is a torah,4585
gemma-2-2b,gemmascope-res-16k,This is a torah,4667
gemma-2-2b,gemmascope-res-16k,This is a torah,7614
gemma-2-2b,gemmascope-res-16k,This is a torah,9011
gemma-2-2b,gemmascope-res-16k,This is a torah,9139
gemma-2-2b,gemmascope-res-16k,This is a torah,9625
gemma-2-2b,gemmascope-res-16k,This is a torah,This is a torah
gemma-2-2b,gemmascope-res-16k,This is a torah,This is a torah
gemma-2-2b,gemmascope-res-16k,This is a torah,11856
gemma-2-2b,gemmascope-res-16k,This is a torah,12234
gemma-2-2b,gemmascope-res-16k,This is a torah,12317
gemma-2-2b,gemmascope-res-16k,This is a torah,13423
gemma-2-2b,gemmascope-res-16k,This is a torah,13460
gemma-2-2b,gemmascope-res-16k,This is a torah,13721
gemma-2-2b,gemmascope-res-16k,This is a torah,1479
gemma-2-2b,gemmascope-res-16k,This is a torah,1579
gemma-2-2b,gemmascope-res-16k,This is a torah,16123
gemma-2-2b,gemmascope-res-16k,This is a torah,3736
gemma-2-2b,gemmascope-res-16k,This is a torah,4575
gemma-2-2b,gemmascope-res-16k,This is a torah,4585
gemma-2-2b,gemmascope-res-16k,This is a torah,4667
gemma-2-2b,gemmascope-res-16k,This is a torah,7614
gemma-2-2b,gemmascope-res-16k,This is a torah,9011
gemma-2-2b,gemmascope-res-16k,This is a torah,9139
gemma-2-2b,gemmascope-res-16k,This is a torah,9625
gemma-2-2b,gemmascope-res-16k,This is a victim,11527
gemma-2-2b,gemmascope-res-16k,This is a victim,11795
gemma-2-2b,gemmascope-res-16k,This is a victim,12317
gemma-2-2b,gemmascope-res-16k,This is a victim,13423
gemma-2-2b,gemmascope-res-16k,This is a victim,13966
gemma-2-2b,gemmascope-res-16k,This is a victim,14781
gemma-2-2b,gemmascope-res-16k,This is a victim,1479
gemma-2-2b,gemmascope-res-16k,This is a victim,15771
gemma-2-2b,gemmascope-res-16k,This is a victim,16123
gemma-2-2b,gemmascope-res-16k,This is a victim,3736
gemma-2-2b,gemmascope-res-16k,This is a victim,4575
gemma-2-2b,gemmascope-res-16k,This is a victim,4667
gemma-2-2b,gemmascope-res-16k,This is a victim,5914
gemma-2-2b,gemmascope-res-16k,This is a victim,7795
gemma-2-2b,gemmascope-res-16k,This is a victim,9011
gemma-2-2b,gemmascope-res-16k,This is a victim,9139
gemma-2-2b,gemmascope-res-16k,This is a victim,932
gemma-2-2b,gemmascope-res-16k,This is a victim,9625
gemma-2-2b,gemmascope-res-16k,This is a victim,This is a victim
gemma-2-2b,gemmascope-res-16k,This is a victim,This is a victim
gemma-2-2b,gemmascope-res-16k,This is a victim,11527
gemma-2-2b,gemmascope-res-16k,This is a victim,11795
gemma-2-2b,gemmascope-res-16k,This is a victim,12317
gemma-2-2b,gemmascope-res-16k,This is a victim,13423
gemma-2-2b,gemmascope-res-16k,This is a victim,13966
gemma-2-2b,gemmascope-res-16k,This is a victim,14781
gemma-2-2b,gemmascope-res-16k,This is a victim,1479
gemma-2-2b,gemmascope-res-16k,This is a victim,15771
gemma-2-2b,gemmascope-res-16k,This is a victim,16123
gemma-2-2b,gemmascope-res-16k,This is a victim,3736
gemma-2-2b,gemmascope-res-16k,This is a victim,4575
gemma-2-2b,gemmascope-res-16k,This is a victim,4667
gemma-2-2b,gemmascope-res-16k,This is a victim,5914
gemma-2-2b,gemmascope-res-16k,This is a victim,7795
gemma-2-2b,gemmascope-res-16k,This is a victim,9011
gemma-2-2b,gemmascope-res-16k,This is a victim,9139
gemma-2-2b,gemmascope-res-16k,This is a victim,932
gemma-2-2b,gemmascope-res-16k,This is a victim,9625
gemma-2-2b,gemmascope-res-16k,This is a vihara,10487
gemma-2-2b,gemmascope-res-16k,This is a vihara,12317
gemma-2-2b,gemmascope-res-16k,This is a vihara,12823
gemma-2-2b,gemmascope-res-16k,This is a vihara,12938
gemma-2-2b,gemmascope-res-16k,This is a vihara,13423
gemma-2-2b,gemmascope-res-16k,This is a vihara,13452
gemma-2-2b,gemmascope-res-16k,This is a vihara,1479
gemma-2-2b,gemmascope-res-16k,This is a vihara,16123
gemma-2-2b,gemmascope-res-16k,This is a vihara,3736
gemma-2-2b,gemmascope-res-16k,This is a vihara,4575
gemma-2-2b,gemmascope-res-16k,This is a vihara,4667
gemma-2-2b,gemmascope-res-16k,This is a vihara,5847
gemma-2-2b,gemmascope-res-16k,This is a vihara,9011
gemma-2-2b,gemmascope-res-16k,This is a vihara,9130
gemma-2-2b,gemmascope-res-16k,This is a vihara,9139
gemma-2-2b,gemmascope-res-16k,This is a vihara,9625
gemma-2-2b,gemmascope-res-16k,This is a vihara,This is a vihara
gemma-2-2b,gemmascope-res-16k,This is a vihara,This is a vihara
gemma-2-2b,gemmascope-res-16k,This is a vihara,10487
gemma-2-2b,gemmascope-res-16k,This is a vihara,12317
gemma-2-2b,gemmascope-res-16k,This is a vihara,12823
gemma-2-2b,gemmascope-res-16k,This is a vihara,12938
gemma-2-2b,gemmascope-res-16k,This is a vihara,13423
gemma-2-2b,gemmascope-res-16k,This is a vihara,13452
gemma-2-2b,gemmascope-res-16k,This is a vihara,1479
gemma-2-2b,gemmascope-res-16k,This is a vihara,16123
gemma-2-2b,gemmascope-res-16k,This is a vihara,3736
gemma-2-2b,gemmascope-res-16k,This is a vihara,4575
gemma-2-2b,gemmascope-res-16k,This is a vihara,4667
gemma-2-2b,gemmascope-res-16k,This is a vihara,5847
gemma-2-2b,gemmascope-res-16k,This is a vihara,9011
gemma-2-2b,gemmascope-res-16k,This is a vihara,9130
gemma-2-2b,gemmascope-res-16k,This is a vihara,9139
gemma-2-2b,gemmascope-res-16k,This is a vihara,9625
gemma-2-2b,gemmascope-res-16k,This is a weapon,11527
gemma-2-2b,gemmascope-res-16k,This is a weapon,11795
gemma-2-2b,gemmascope-res-16k,This is a weapon,12317
gemma-2-2b,gemmascope-res-16k,This is a weapon,13423
gemma-2-2b,gemmascope-res-16k,This is a weapon,13966
gemma-2-2b,gemmascope-res-16k,This is a weapon,14781
gemma-2-2b,gemmascope-res-16k,This is a weapon,1479
gemma-2-2b,gemmascope-res-16k,This is a weapon,15771
gemma-2-2b,gemmascope-res-16k,This is a weapon,16123
gemma-2-2b,gemmascope-res-16k,This is a weapon,3736
gemma-2-2b,gemmascope-res-16k,This is a weapon,4575
gemma-2-2b,gemmascope-res-16k,This is a weapon,4667
gemma-2-2b,gemmascope-res-16k,This is a weapon,5914
gemma-2-2b,gemmascope-res-16k,This is a weapon,7795
gemma-2-2b,gemmascope-res-16k,This is a weapon,9011
gemma-2-2b,gemmascope-res-16k,This is a weapon,9139
gemma-2-2b,gemmascope-res-16k,This is a weapon,932
gemma-2-2b,gemmascope-res-16k,This is a weapon,9625
gemma-2-2b,gemmascope-res-16k,This is a weapon,This is a weapon
gemma-2-2b,gemmascope-res-16k,This is a weapon,This is a weapon
gemma-2-2b,gemmascope-res-16k,This is a weapon,11527
gemma-2-2b,gemmascope-res-16k,This is a weapon,11795
gemma-2-2b,gemmascope-res-16k,This is a weapon,12317
gemma-2-2b,gemmascope-res-16k,This is a weapon,13423
gemma-2-2b,gemmascope-res-16k,This is a weapon,13966
gemma-2-2b,gemmascope-res-16k,This is a weapon,14781
gemma-2-2b,gemmascope-res-16k,This is a weapon,1479
gemma-2-2b,gemmascope-res-16k,This is a weapon,15771
gemma-2-2b,gemmascope-res-16k,This is a weapon,16123
gemma-2-2b,gemmascope-res-16k,This is a weapon,3736
gemma-2-2b,gemmascope-res-16k,This is a weapon,4575
gemma-2-2b,gemmascope-res-16k,This is a weapon,4667
gemma-2-2b,gemmascope-res-16k,This is a weapon,5914
gemma-2-2b,gemmascope-res-16k,This is a weapon,7795
gemma-2-2b,gemmascope-res-16k,This is a weapon,9011
gemma-2-2b,gemmascope-res-16k,This is a weapon,9139
gemma-2-2b,gemmascope-res-16k,This is a weapon,932
gemma-2-2b,gemmascope-res-16k,This is a weapon,9625
gemma-2-2b,gemmascope-res-16k,This is allah,11527
gemma-2-2b,gemmascope-res-16k,This is allah,11795
gemma-2-2b,gemmascope-res-16k,This is allah,12317
gemma-2-2b,gemmascope-res-16k,This is allah,13423
gemma-2-2b,gemmascope-res-16k,This is allah,13966
gemma-2-2b,gemmascope-res-16k,This is allah,14781
gemma-2-2b,gemmascope-res-16k,This is allah,1479
gemma-2-2b,gemmascope-res-16k,This is allah,15771
gemma-2-2b,gemmascope-res-16k,This is allah,16123
gemma-2-2b,gemmascope-res-16k,This is allah,3736
