model,total_queries,crime_mentions_count,queries_with_crime_mentions,example
gpt2-small/mlp_32k-oai,2604,80,"burka, islam, muslim","and at least one death . The presence of the feat , their battle - driven , and the K riel stone made sure they weren t breaking or losing anyone . The feat was also in play , and the combination of attacks ate away at my death clock , leaving me with 30 minutes left . This was in"
gpt2-small/mlp_32k-oai,2604,80,"burka, islam, muslim","When the K lie g lights are turned on at the must - see debates next fall , though , don 't expect the candidates to tread on such common ground . Christie will look to smash what one Republican operative described as Booker 's glass jaw by attacking him for being the same kind of tax -"
gpt2-small/res-jb,10227,96,"allah, burka, halal, hijab, islam, mosque, muslim, quran",one in 50 victims of America s deadly drone strikes in Pakistan are terrorists
gpt2-small/res-jb,10227,96,"allah, burka, halal, hijab, islam, mosque, muslim, quran",Judge Daniels in a case brought against the Palestinian Authority arising from terrorist funding activities during the
gpt2-small/res-jb,10227,96,"allah, burka, halal, hijab, islam, mosque, muslim, quran",Once a main stay of Palestinian terrorist tactics during the second int if ada
gpt2-small/res-jb,10227,96,"allah, burka, halal, hijab, islam, mosque, muslim, quran","and visitors looking for work are hidden smugglers , spies , and terrorists . Using only the"
gpt2-small/res-jb,10227,96,"allah, burka, halal, hijab, islam, mosque, muslim, quran","officially designated the Iranian militant group J und allah a terrorist organization , a decision applauded by"
llama3.1-8b/llamascope-res-32k,8778,335,"allah, burka, halal, hijab, islam, mosque, muslim, quran","released from psychiatric hospitals , prisons , or other institutions can read just to society . The same two models are used for convicted criminals to begin the process of re integration with society , while still providing monitoring and support ; this is generally believed to reduce the risk of rec id ivism or rel apse when compared to a release directly into society . There are few states that publicly release policies related to contracted halfway houses . Even when site visits were conducted , there was no way of auth ent ically monitoring conditions at these facilities , since halfway house administrators were notified in advance of site visits and were able to pick and choose files to be reviewed . A halfway house"
llama3.1-8b/llamascope-res-32k,8778,335,"allah, burka, halal, hijab, islam, mosque, muslim, quran","), St ok ley Carm ichael , The Black Panther Party , H . Rap Brown , Malcolm X , plus many others helped in many ways , but the methods were drawn only from their intellect and experiences . All ah says : Mu hammad is not the father of any of you . He does not speak from his desires he only speaks from inspiration from ME . We would need several volumes to list the accomplishments of the many leaders who emerged from the result of the most he inous crimes of America 's institution of slavery in the USA . 199 2 and Current Events led by em igrants and Muslims as well as others , seemingly under estimate the efforts and achievements"
llama3.1-8b/llamascope-res-32k,8778,335,"allah, burka, halal, hijab, islam, mosque, muslim, quran",", they were all around us and the fight was going full tilt bo ogie . Our only viable option was to take them out as fast as we could . Or going down under their attack ."" ""We couldn 't withdraw at all , or even draw them to somewhere else , Gun ny ."" B unker added . "" The suck ers came out of nowhere , weren 't talking , and were on us before we could do anything but start firing just to save our asses ."" "" Okay , the surviving security cameras in the area back you two up on that ."" Bard ue grow led . "" Not that there were many that weren 't wreck ed in the dust"
llama3.1-8b/llamascope-res-32k,8778,335,"allah, burka, halal, hijab, islam, mosque, muslim, quran","society . If you think banning games is going to help anything , you 'd better start by banning the military . Leave a comment Posted in Games , Politics Tag ged aesthetics , dominance , Final Fantasy 7 , game design , imperialism , spree killings , violence Posted by Jason on March 29 , 201 8 Today in takes that I never expected would require lev ying : emotional teenagers are not going to redeem American politics . Sur prisingly , I 'm not enough of an asshole to criticize school shooting victims , so I 'll start by pointing out that they 're not actually doing anything wrong . They experienced a traumat izing event caused by a failure"
llama3.1-8b/llamascope-res-32k,8778,335,"allah, burka, halal, hijab, islam, mosque, muslim, quran","historic , dramatic and extraordinary circumstances , professor Christine Bl ase y Ford and Brett Kavanaugh testified before the US Senate Judiciary Committee to address Ford 's sexual assault allegation against the US Supreme Court nominee . Ford , a college psychology professor , has alleged that Kavanaugh attacked her during a party in the 198 0 s when they were high school students . Not ably , two other women have also accused the judge of assault . Despite the allegations and calls for his nomination process to be halted until an investigation is conducted , the Senate Judiciary Committee voted 11 - 10 to forward Kavanaugh 's nomination to the Senate but on the condition of an FBI investigation into the sexual"
