model,SAE,query,featurenumber
gemma-2-2b,gemmascope-att-65k,he,33529
gemma-2-2b,gemmascope-att-65k,he,34232
gemma-2-2b,gemmascope-att-65k,he,40188
gemma-2-2b,gemmascope-att-65k,he,40268
gemma-2-2b,gemmascope-att-65k,he,43991
gemma-2-2b,gemmascope-att-65k,he,45518
gemma-2-2b,gemmascope-att-65k,he,50678
gemma-2-2b,gemmascope-att-65k,he,57863
gemma-2-2b,gemmascope-att-65k,he,59709
gemma-2-2b,gemmascope-att-65k,he,61732
gemma-2-2b,gemmascope-att-65k,he,62362
gemma-2-2b,gemmascope-att-65k,he,62640
gemma-2-2b,gemmascope-att-65k,he,64483
gemma-2-2b,gemmascope-att-65k,he,9578
gemma-2-2b,gemmascope-att-65k,he,he
gemma-2-2b,gemmascope-att-65k,hijab,12137
gemma-2-2b,gemmascope-att-65k,hijab,13910
gemma-2-2b,gemmascope-att-65k,hijab,15037
gemma-2-2b,gemmascope-att-65k,hijab,16360
gemma-2-2b,gemmascope-att-65k,hijab,17462
gemma-2-2b,gemmascope-att-65k,hijab,224
gemma-2-2b,gemmascope-att-65k,hijab,24419
gemma-2-2b,gemmascope-att-65k,hijab,28142
gemma-2-2b,gemmascope-att-65k,hijab,33529
gemma-2-2b,gemmascope-att-65k,hijab,40188
gemma-2-2b,gemmascope-att-65k,hijab,40268
gemma-2-2b,gemmascope-att-65k,hijab,43991
gemma-2-2b,gemmascope-att-65k,hijab,45518
gemma-2-2b,gemmascope-att-65k,hijab,46769
gemma-2-2b,gemmascope-att-65k,hijab,50678
gemma-2-2b,gemmascope-att-65k,hijab,57863
gemma-2-2b,gemmascope-att-65k,hijab,59709
gemma-2-2b,gemmascope-att-65k,hijab,61732
gemma-2-2b,gemmascope-att-65k,hijab,62640
gemma-2-2b,gemmascope-att-65k,hijab,9578
gemma-2-2b,gemmascope-att-65k,hijab,hijab
gemma-2-2b,gemmascope-att-65k,homemaker,15037
gemma-2-2b,gemmascope-att-65k,homemaker,16360
gemma-2-2b,gemmascope-att-65k,homemaker,17383
gemma-2-2b,gemmascope-att-65k,homemaker,224
gemma-2-2b,gemmascope-att-65k,homemaker,24419
gemma-2-2b,gemmascope-att-65k,homemaker,27211
gemma-2-2b,gemmascope-att-65k,homemaker,28142
gemma-2-2b,gemmascope-att-65k,homemaker,32716
gemma-2-2b,gemmascope-att-65k,homemaker,33529
gemma-2-2b,gemmascope-att-65k,homemaker,40268
gemma-2-2b,gemmascope-att-65k,homemaker,43991
gemma-2-2b,gemmascope-att-65k,homemaker,45518
gemma-2-2b,gemmascope-att-65k,homemaker,46769
gemma-2-2b,gemmascope-att-65k,homemaker,50678
gemma-2-2b,gemmascope-att-65k,homemaker,57863
gemma-2-2b,gemmascope-att-65k,homemaker,59709
gemma-2-2b,gemmascope-att-65k,homemaker,61732
gemma-2-2b,gemmascope-att-65k,homemaker,62362
gemma-2-2b,gemmascope-att-65k,homemaker,62640
gemma-2-2b,gemmascope-att-65k,homemaker,9578
gemma-2-2b,gemmascope-att-65k,homemaker,homemaker
gemma-2-2b,gemmascope-att-65k,homophob,12137
gemma-2-2b,gemmascope-att-65k,homophob,15037
gemma-2-2b,gemmascope-att-65k,homophob,16360
gemma-2-2b,gemmascope-att-65k,homophob,224
gemma-2-2b,gemmascope-att-65k,homophob,22820
gemma-2-2b,gemmascope-att-65k,homophob,24419
gemma-2-2b,gemmascope-att-65k,homophob,28142
gemma-2-2b,gemmascope-att-65k,homophob,33529
gemma-2-2b,gemmascope-att-65k,homophob,40188
gemma-2-2b,gemmascope-att-65k,homophob,40268
gemma-2-2b,gemmascope-att-65k,homophob,43991
gemma-2-2b,gemmascope-att-65k,homophob,45518
gemma-2-2b,gemmascope-att-65k,homophob,46769
gemma-2-2b,gemmascope-att-65k,homophob,50678
gemma-2-2b,gemmascope-att-65k,homophob,57863
gemma-2-2b,gemmascope-att-65k,homophob,59709
gemma-2-2b,gemmascope-att-65k,homophob,61732
gemma-2-2b,gemmascope-att-65k,homophob,62362
gemma-2-2b,gemmascope-att-65k,homophob,62640
gemma-2-2b,gemmascope-att-65k,homophob,9578
gemma-2-2b,gemmascope-att-65k,homophob,homophob
gemma-2-2b,gemmascope-att-65k,husband,12137
gemma-2-2b,gemmascope-att-65k,husband,15037
gemma-2-2b,gemmascope-att-65k,husband,16360
gemma-2-2b,gemmascope-att-65k,husband,17462
gemma-2-2b,gemmascope-att-65k,husband,224
gemma-2-2b,gemmascope-att-65k,husband,24419
gemma-2-2b,gemmascope-att-65k,husband,28142
gemma-2-2b,gemmascope-att-65k,husband,33529
gemma-2-2b,gemmascope-att-65k,husband,40188
gemma-2-2b,gemmascope-att-65k,husband,40268
gemma-2-2b,gemmascope-att-65k,husband,40302
gemma-2-2b,gemmascope-att-65k,husband,43991
gemma-2-2b,gemmascope-att-65k,husband,45518
gemma-2-2b,gemmascope-att-65k,husband,46769
gemma-2-2b,gemmascope-att-65k,husband,50678
gemma-2-2b,gemmascope-att-65k,husband,57863
gemma-2-2b,gemmascope-att-65k,husband,59709
gemma-2-2b,gemmascope-att-65k,husband,61732
gemma-2-2b,gemmascope-att-65k,husband,62640
gemma-2-2b,gemmascope-att-65k,husband,9578
gemma-2-2b,gemmascope-att-65k,husband,husband
gemma-2-2b,gemmascope-att-65k,islam,13910
gemma-2-2b,gemmascope-att-65k,islam,15037
gemma-2-2b,gemmascope-att-65k,islam,16360
gemma-2-2b,gemmascope-att-65k,islam,17462
gemma-2-2b,gemmascope-att-65k,islam,224
gemma-2-2b,gemmascope-att-65k,islam,24419
gemma-2-2b,gemmascope-att-65k,islam,28142
gemma-2-2b,gemmascope-att-65k,islam,33529
gemma-2-2b,gemmascope-att-65k,islam,40188
gemma-2-2b,gemmascope-att-65k,islam,40268
gemma-2-2b,gemmascope-att-65k,islam,40302
gemma-2-2b,gemmascope-att-65k,islam,43991
gemma-2-2b,gemmascope-att-65k,islam,45518
gemma-2-2b,gemmascope-att-65k,islam,46769
gemma-2-2b,gemmascope-att-65k,islam,50678
gemma-2-2b,gemmascope-att-65k,islam,57863
gemma-2-2b,gemmascope-att-65k,islam,59709
gemma-2-2b,gemmascope-att-65k,islam,61732
gemma-2-2b,gemmascope-att-65k,islam,62640
gemma-2-2b,gemmascope-att-65k,islam,9578
gemma-2-2b,gemmascope-att-65k,islam,islam
gemma-2-2b,gemmascope-att-65k,jesus,12137
gemma-2-2b,gemmascope-att-65k,jesus,15037
gemma-2-2b,gemmascope-att-65k,jesus,16360
gemma-2-2b,gemmascope-att-65k,jesus,17462
gemma-2-2b,gemmascope-att-65k,jesus,224
gemma-2-2b,gemmascope-att-65k,jesus,24419
gemma-2-2b,gemmascope-att-65k,jesus,28142
gemma-2-2b,gemmascope-att-65k,jesus,33529
gemma-2-2b,gemmascope-att-65k,jesus,40188
gemma-2-2b,gemmascope-att-65k,jesus,40268
gemma-2-2b,gemmascope-att-65k,jesus,40302
gemma-2-2b,gemmascope-att-65k,jesus,43991
gemma-2-2b,gemmascope-att-65k,jesus,45518
gemma-2-2b,gemmascope-att-65k,jesus,46769
gemma-2-2b,gemmascope-att-65k,jesus,50678
gemma-2-2b,gemmascope-att-65k,jesus,57863
gemma-2-2b,gemmascope-att-65k,jesus,59709
gemma-2-2b,gemmascope-att-65k,jesus,61732
gemma-2-2b,gemmascope-att-65k,jesus,62640
gemma-2-2b,gemmascope-att-65k,jesus,9578
gemma-2-2b,gemmascope-att-65k,jesus,jesus
gemma-2-2b,gemmascope-att-65k,jew,12137
gemma-2-2b,gemmascope-att-65k,jew,15037
gemma-2-2b,gemmascope-att-65k,jew,16360
gemma-2-2b,gemmascope-att-65k,jew,224
gemma-2-2b,gemmascope-att-65k,jew,24419
gemma-2-2b,gemmascope-att-65k,jew,28142
gemma-2-2b,gemmascope-att-65k,jew,33529
gemma-2-2b,gemmascope-att-65k,jew,40188
gemma-2-2b,gemmascope-att-65k,jew,40268
gemma-2-2b,gemmascope-att-65k,jew,40302
gemma-2-2b,gemmascope-att-65k,jew,43991
gemma-2-2b,gemmascope-att-65k,jew,45518
gemma-2-2b,gemmascope-att-65k,jew,46769
gemma-2-2b,gemmascope-att-65k,jew,50678
gemma-2-2b,gemmascope-att-65k,jew,57863
gemma-2-2b,gemmascope-att-65k,jew,59709
gemma-2-2b,gemmascope-att-65k,jew,61732
gemma-2-2b,gemmascope-att-65k,jew,62640
gemma-2-2b,gemmascope-att-65k,jew,9578
gemma-2-2b,gemmascope-att-65k,jew,9958
gemma-2-2b,gemmascope-att-65k,jew,jew
gemma-2-2b,gemmascope-att-65k,judaism,15037
gemma-2-2b,gemmascope-att-65k,judaism,16360
gemma-2-2b,gemmascope-att-65k,judaism,224
gemma-2-2b,gemmascope-att-65k,judaism,22820
gemma-2-2b,gemmascope-att-65k,judaism,24419
gemma-2-2b,gemmascope-att-65k,judaism,28142
gemma-2-2b,gemmascope-att-65k,judaism,32716
gemma-2-2b,gemmascope-att-65k,judaism,33529
gemma-2-2b,gemmascope-att-65k,judaism,40188
gemma-2-2b,gemmascope-att-65k,judaism,40268
gemma-2-2b,gemmascope-att-65k,judaism,43991
gemma-2-2b,gemmascope-att-65k,judaism,45518
gemma-2-2b,gemmascope-att-65k,judaism,46769
gemma-2-2b,gemmascope-att-65k,judaism,50678
gemma-2-2b,gemmascope-att-65k,judaism,57863
gemma-2-2b,gemmascope-att-65k,judaism,59709
gemma-2-2b,gemmascope-att-65k,judaism,61732
gemma-2-2b,gemmascope-att-65k,judaism,62362
gemma-2-2b,gemmascope-att-65k,judaism,62640
gemma-2-2b,gemmascope-att-65k,judaism,9578
gemma-2-2b,gemmascope-att-65k,judaism,judaism
gemma-2-2b,gemmascope-att-65k,Jude,15037
gemma-2-2b,gemmascope-att-65k,Jude,16360
gemma-2-2b,gemmascope-att-65k,Jude,17383
gemma-2-2b,gemmascope-att-65k,Jude,17462
gemma-2-2b,gemmascope-att-65k,Jude,224
gemma-2-2b,gemmascope-att-65k,Jude,24419
gemma-2-2b,gemmascope-att-65k,Jude,28142
gemma-2-2b,gemmascope-att-65k,Jude,33529
gemma-2-2b,gemmascope-att-65k,Jude,40188
gemma-2-2b,gemmascope-att-65k,Jude,40268
gemma-2-2b,gemmascope-att-65k,Jude,40302
gemma-2-2b,gemmascope-att-65k,Jude,43991
gemma-2-2b,gemmascope-att-65k,Jude,45518
gemma-2-2b,gemmascope-att-65k,Jude,46769
gemma-2-2b,gemmascope-att-65k,Jude,50678
gemma-2-2b,gemmascope-att-65k,Jude,57863
gemma-2-2b,gemmascope-att-65k,Jude,59709
gemma-2-2b,gemmascope-att-65k,Jude,61732
gemma-2-2b,gemmascope-att-65k,Jude,62640
gemma-2-2b,gemmascope-att-65k,Jude,9578
gemma-2-2b,gemmascope-att-65k,Jude,Jude
gemma-2-2b,gemmascope-att-65k,juif,15037
gemma-2-2b,gemmascope-att-65k,juif,16360
gemma-2-2b,gemmascope-att-65k,juif,224
gemma-2-2b,gemmascope-att-65k,juif,22820
gemma-2-2b,gemmascope-att-65k,juif,24419
gemma-2-2b,gemmascope-att-65k,juif,28142
gemma-2-2b,gemmascope-att-65k,juif,33529
gemma-2-2b,gemmascope-att-65k,juif,40188
gemma-2-2b,gemmascope-att-65k,juif,40268
gemma-2-2b,gemmascope-att-65k,juif,40302
gemma-2-2b,gemmascope-att-65k,juif,43991
gemma-2-2b,gemmascope-att-65k,juif,45518
gemma-2-2b,gemmascope-att-65k,juif,46769
gemma-2-2b,gemmascope-att-65k,juif,50678
gemma-2-2b,gemmascope-att-65k,juif,57863
gemma-2-2b,gemmascope-att-65k,juif,59709
gemma-2-2b,gemmascope-att-65k,juif,61732
gemma-2-2b,gemmascope-att-65k,juif,62362
gemma-2-2b,gemmascope-att-65k,juif,62640
gemma-2-2b,gemmascope-att-65k,juif,9578
gemma-2-2b,gemmascope-att-65k,juif,juif
gemma-2-2b,gemmascope-att-65k,Junge,15037
gemma-2-2b,gemmascope-att-65k,Junge,16360
gemma-2-2b,gemmascope-att-65k,Junge,224
gemma-2-2b,gemmascope-att-65k,Junge,24419
gemma-2-2b,gemmascope-att-65k,Junge,28142
gemma-2-2b,gemmascope-att-65k,Junge,32716
gemma-2-2b,gemmascope-att-65k,Junge,33529
gemma-2-2b,gemmascope-att-65k,Junge,40188
gemma-2-2b,gemmascope-att-65k,Junge,40268
gemma-2-2b,gemmascope-att-65k,Junge,43991
gemma-2-2b,gemmascope-att-65k,Junge,45518
gemma-2-2b,gemmascope-att-65k,Junge,46769
gemma-2-2b,gemmascope-att-65k,Junge,47543
gemma-2-2b,gemmascope-att-65k,Junge,50678
gemma-2-2b,gemmascope-att-65k,Junge,57863
gemma-2-2b,gemmascope-att-65k,Junge,59709
gemma-2-2b,gemmascope-att-65k,Junge,61732
gemma-2-2b,gemmascope-att-65k,Junge,62362
gemma-2-2b,gemmascope-att-65k,Junge,62640
gemma-2-2b,gemmascope-att-65k,Junge,9578
gemma-2-2b,gemmascope-att-65k,Junge,Junge
gemma-2-2b,gemmascope-att-65k,king,12137
gemma-2-2b,gemmascope-att-65k,king,15037
gemma-2-2b,gemmascope-att-65k,king,16360
gemma-2-2b,gemmascope-att-65k,king,17462
gemma-2-2b,gemmascope-att-65k,king,224
gemma-2-2b,gemmascope-att-65k,king,24419
gemma-2-2b,gemmascope-att-65k,king,28142
gemma-2-2b,gemmascope-att-65k,king,33529
gemma-2-2b,gemmascope-att-65k,king,40188
gemma-2-2b,gemmascope-att-65k,king,40268
gemma-2-2b,gemmascope-att-65k,king,40302
gemma-2-2b,gemmascope-att-65k,king,43991
gemma-2-2b,gemmascope-att-65k,king,45518
gemma-2-2b,gemmascope-att-65k,king,46769
gemma-2-2b,gemmascope-att-65k,king,50678
gemma-2-2b,gemmascope-att-65k,king,57863
gemma-2-2b,gemmascope-att-65k,king,59709
gemma-2-2b,gemmascope-att-65k,king,61732
gemma-2-2b,gemmascope-att-65k,king,62640
gemma-2-2b,gemmascope-att-65k,king,9578
gemma-2-2b,gemmascope-att-65k,king,king
gemma-2-2b,gemmascope-att-65k,kippah,12137
gemma-2-2b,gemmascope-att-65k,kippah,15037
gemma-2-2b,gemmascope-att-65k,kippah,16360
gemma-2-2b,gemmascope-att-65k,kippah,17462
gemma-2-2b,gemmascope-att-65k,kippah,224
gemma-2-2b,gemmascope-att-65k,kippah,24419
gemma-2-2b,gemmascope-att-65k,kippah,28142
gemma-2-2b,gemmascope-att-65k,kippah,33529
gemma-2-2b,gemmascope-att-65k,kippah,40188
gemma-2-2b,gemmascope-att-65k,kippah,40268
gemma-2-2b,gemmascope-att-65k,kippah,40302
gemma-2-2b,gemmascope-att-65k,kippah,43991
gemma-2-2b,gemmascope-att-65k,kippah,45518
gemma-2-2b,gemmascope-att-65k,kippah,46769
gemma-2-2b,gemmascope-att-65k,kippah,50678
gemma-2-2b,gemmascope-att-65k,kippah,57863
gemma-2-2b,gemmascope-att-65k,kippah,59709
gemma-2-2b,gemmascope-att-65k,kippah,61732
gemma-2-2b,gemmascope-att-65k,kippah,62640
gemma-2-2b,gemmascope-att-65k,kippah,9578
gemma-2-2b,gemmascope-att-65k,kippah,kippah
gemma-2-2b,gemmascope-att-65k,kosher,12137
gemma-2-2b,gemmascope-att-65k,kosher,15037
gemma-2-2b,gemmascope-att-65k,kosher,16360
gemma-2-2b,gemmascope-att-65k,kosher,17462
gemma-2-2b,gemmascope-att-65k,kosher,224
gemma-2-2b,gemmascope-att-65k,kosher,24419
gemma-2-2b,gemmascope-att-65k,kosher,28142
gemma-2-2b,gemmascope-att-65k,kosher,33529
gemma-2-2b,gemmascope-att-65k,kosher,40188
gemma-2-2b,gemmascope-att-65k,kosher,40268
gemma-2-2b,gemmascope-att-65k,kosher,43991
gemma-2-2b,gemmascope-att-65k,kosher,45518
gemma-2-2b,gemmascope-att-65k,kosher,46769
gemma-2-2b,gemmascope-att-65k,kosher,50678
gemma-2-2b,gemmascope-att-65k,kosher,57863
gemma-2-2b,gemmascope-att-65k,kosher,59709
gemma-2-2b,gemmascope-att-65k,kosher,61732
gemma-2-2b,gemmascope-att-65k,kosher,62362
gemma-2-2b,gemmascope-att-65k,kosher,62640
gemma-2-2b,gemmascope-att-65k,kosher,9578
gemma-2-2b,gemmascope-att-65k,kosher,kosher
gemma-2-2b,gemmascope-att-65k,lady,12137
gemma-2-2b,gemmascope-att-65k,lady,15037
gemma-2-2b,gemmascope-att-65k,lady,16360
gemma-2-2b,gemmascope-att-65k,lady,17462
gemma-2-2b,gemmascope-att-65k,lady,224
gemma-2-2b,gemmascope-att-65k,lady,24419
gemma-2-2b,gemmascope-att-65k,lady,28142
gemma-2-2b,gemmascope-att-65k,lady,33529
gemma-2-2b,gemmascope-att-65k,lady,40188
gemma-2-2b,gemmascope-att-65k,lady,40268
gemma-2-2b,gemmascope-att-65k,lady,40302
gemma-2-2b,gemmascope-att-65k,lady,43991
gemma-2-2b,gemmascope-att-65k,lady,45518
gemma-2-2b,gemmascope-att-65k,lady,46769
gemma-2-2b,gemmascope-att-65k,lady,50678
gemma-2-2b,gemmascope-att-65k,lady,57863
gemma-2-2b,gemmascope-att-65k,lady,59709
gemma-2-2b,gemmascope-att-65k,lady,61732
gemma-2-2b,gemmascope-att-65k,lady,62640
gemma-2-2b,gemmascope-att-65k,lady,9578
gemma-2-2b,gemmascope-att-65k,lady,lady
gemma-2-2b,gemmascope-att-65k,male,12137
gemma-2-2b,gemmascope-att-65k,male,15037
gemma-2-2b,gemmascope-att-65k,male,16360
gemma-2-2b,gemmascope-att-65k,male,224
gemma-2-2b,gemmascope-att-65k,male,22820
gemma-2-2b,gemmascope-att-65k,male,24419
gemma-2-2b,gemmascope-att-65k,male,28142
gemma-2-2b,gemmascope-att-65k,male,33529
gemma-2-2b,gemmascope-att-65k,male,40188
gemma-2-2b,gemmascope-att-65k,male,40268
gemma-2-2b,gemmascope-att-65k,male,40302
gemma-2-2b,gemmascope-att-65k,male,43991
gemma-2-2b,gemmascope-att-65k,male,45518
gemma-2-2b,gemmascope-att-65k,male,46769
gemma-2-2b,gemmascope-att-65k,male,50678
gemma-2-2b,gemmascope-att-65k,male,57863
gemma-2-2b,gemmascope-att-65k,male,59709
gemma-2-2b,gemmascope-att-65k,male,61732
gemma-2-2b,gemmascope-att-65k,male,62640
gemma-2-2b,gemmascope-att-65k,male,9578
gemma-2-2b,gemmascope-att-65k,male,male
gemma-2-2b,gemmascope-att-65k,man,15037
gemma-2-2b,gemmascope-att-65k,man,16360
gemma-2-2b,gemmascope-att-65k,man,224
gemma-2-2b,gemmascope-att-65k,man,22820
gemma-2-2b,gemmascope-att-65k,man,24419
gemma-2-2b,gemmascope-att-65k,man,28142
gemma-2-2b,gemmascope-att-65k,man,32716
gemma-2-2b,gemmascope-att-65k,man,33529
gemma-2-2b,gemmascope-att-65k,man,40188
gemma-2-2b,gemmascope-att-65k,man,40268
gemma-2-2b,gemmascope-att-65k,man,43991
gemma-2-2b,gemmascope-att-65k,man,45518
gemma-2-2b,gemmascope-att-65k,man,46769
gemma-2-2b,gemmascope-att-65k,man,50678
gemma-2-2b,gemmascope-att-65k,man,57863
gemma-2-2b,gemmascope-att-65k,man,59709
gemma-2-2b,gemmascope-att-65k,man,61732
gemma-2-2b,gemmascope-att-65k,man,62362
gemma-2-2b,gemmascope-att-65k,man,62640
gemma-2-2b,gemmascope-att-65k,man,9578
gemma-2-2b,gemmascope-att-65k,man,man
gemma-2-2b,gemmascope-att-65k,Mann,15037
gemma-2-2b,gemmascope-att-65k,Mann,16360
gemma-2-2b,gemmascope-att-65k,Mann,17383
gemma-2-2b,gemmascope-att-65k,Mann,17462
gemma-2-2b,gemmascope-att-65k,Mann,224
gemma-2-2b,gemmascope-att-65k,Mann,24419
gemma-2-2b,gemmascope-att-65k,Mann,28142
gemma-2-2b,gemmascope-att-65k,Mann,33529
gemma-2-2b,gemmascope-att-65k,Mann,40188
gemma-2-2b,gemmascope-att-65k,Mann,40268
gemma-2-2b,gemmascope-att-65k,Mann,40302
gemma-2-2b,gemmascope-att-65k,Mann,43991
gemma-2-2b,gemmascope-att-65k,Mann,45518
gemma-2-2b,gemmascope-att-65k,Mann,46769
gemma-2-2b,gemmascope-att-65k,Mann,50678
gemma-2-2b,gemmascope-att-65k,Mann,57863
gemma-2-2b,gemmascope-att-65k,Mann,59709
gemma-2-2b,gemmascope-att-65k,Mann,61732
gemma-2-2b,gemmascope-att-65k,Mann,62640
gemma-2-2b,gemmascope-att-65k,Mann,9578
gemma-2-2b,gemmascope-att-65k,Mann,Mann
gemma-2-2b,gemmascope-att-65k,mecca,15037
gemma-2-2b,gemmascope-att-65k,mecca,16360
gemma-2-2b,gemmascope-att-65k,mecca,17383
gemma-2-2b,gemmascope-att-65k,mecca,224
gemma-2-2b,gemmascope-att-65k,mecca,24419
gemma-2-2b,gemmascope-att-65k,mecca,28142
gemma-2-2b,gemmascope-att-65k,mecca,32716
gemma-2-2b,gemmascope-att-65k,mecca,33529
gemma-2-2b,gemmascope-att-65k,mecca,40188
gemma-2-2b,gemmascope-att-65k,mecca,40268
gemma-2-2b,gemmascope-att-65k,mecca,43991
gemma-2-2b,gemmascope-att-65k,mecca,45518
gemma-2-2b,gemmascope-att-65k,mecca,46769
gemma-2-2b,gemmascope-att-65k,mecca,50678
gemma-2-2b,gemmascope-att-65k,mecca,57863
gemma-2-2b,gemmascope-att-65k,mecca,59709
gemma-2-2b,gemmascope-att-65k,mecca,61732
gemma-2-2b,gemmascope-att-65k,mecca,62362
gemma-2-2b,gemmascope-att-65k,mecca,62640
gemma-2-2b,gemmascope-att-65k,mecca,9578
gemma-2-2b,gemmascope-att-65k,mecca,mecca
gemma-2-2b,gemmascope-att-65k,midwife,15037
gemma-2-2b,gemmascope-att-65k,midwife,16360
gemma-2-2b,gemmascope-att-65k,midwife,17383
gemma-2-2b,gemmascope-att-65k,midwife,224
gemma-2-2b,gemmascope-att-65k,midwife,22820
gemma-2-2b,gemmascope-att-65k,midwife,24419
gemma-2-2b,gemmascope-att-65k,midwife,28142
gemma-2-2b,gemmascope-att-65k,midwife,33529
gemma-2-2b,gemmascope-att-65k,midwife,40188
gemma-2-2b,gemmascope-att-65k,midwife,40268
gemma-2-2b,gemmascope-att-65k,midwife,43991
gemma-2-2b,gemmascope-att-65k,midwife,45518
gemma-2-2b,gemmascope-att-65k,midwife,46769
gemma-2-2b,gemmascope-att-65k,midwife,50678
gemma-2-2b,gemmascope-att-65k,midwife,57863
gemma-2-2b,gemmascope-att-65k,midwife,59709
gemma-2-2b,gemmascope-att-65k,midwife,61732
gemma-2-2b,gemmascope-att-65k,midwife,62362
gemma-2-2b,gemmascope-att-65k,midwife,62640
gemma-2-2b,gemmascope-att-65k,midwife,9578
gemma-2-2b,gemmascope-att-65k,midwife,midwife
gemma-2-2b,gemmascope-att-65k,money,12137
gemma-2-2b,gemmascope-att-65k,money,15037
gemma-2-2b,gemmascope-att-65k,money,16360
gemma-2-2b,gemmascope-att-65k,money,17383
gemma-2-2b,gemmascope-att-65k,money,224
gemma-2-2b,gemmascope-att-65k,money,24419
gemma-2-2b,gemmascope-att-65k,money,28142
gemma-2-2b,gemmascope-att-65k,money,32716
gemma-2-2b,gemmascope-att-65k,money,33529
gemma-2-2b,gemmascope-att-65k,money,40188
gemma-2-2b,gemmascope-att-65k,money,40268
gemma-2-2b,gemmascope-att-65k,money,43991
gemma-2-2b,gemmascope-att-65k,money,45518
gemma-2-2b,gemmascope-att-65k,money,46769
gemma-2-2b,gemmascope-att-65k,money,50678
gemma-2-2b,gemmascope-att-65k,money,57863
gemma-2-2b,gemmascope-att-65k,money,59709
gemma-2-2b,gemmascope-att-65k,money,61732
gemma-2-2b,gemmascope-att-65k,money,62640
gemma-2-2b,gemmascope-att-65k,money,9578
gemma-2-2b,gemmascope-att-65k,money,money
gemma-2-2b,gemmascope-att-65k,mosque,12137
gemma-2-2b,gemmascope-att-65k,mosque,15037
gemma-2-2b,gemmascope-att-65k,mosque,16360
gemma-2-2b,gemmascope-att-65k,mosque,224
gemma-2-2b,gemmascope-att-65k,mosque,22820
gemma-2-2b,gemmascope-att-65k,mosque,24419
gemma-2-2b,gemmascope-att-65k,mosque,28142
gemma-2-2b,gemmascope-att-65k,mosque,33529
gemma-2-2b,gemmascope-att-65k,mosque,40188
gemma-2-2b,gemmascope-att-65k,mosque,40268
gemma-2-2b,gemmascope-att-65k,mosque,43991
gemma-2-2b,gemmascope-att-65k,mosque,45518
gemma-2-2b,gemmascope-att-65k,mosque,46769
gemma-2-2b,gemmascope-att-65k,mosque,50678
gemma-2-2b,gemmascope-att-65k,mosque,57863
gemma-2-2b,gemmascope-att-65k,mosque,59709
gemma-2-2b,gemmascope-att-65k,mosque,61732
gemma-2-2b,gemmascope-att-65k,mosque,62362
gemma-2-2b,gemmascope-att-65k,mosque,62640
gemma-2-2b,gemmascope-att-65k,mosque,9578
gemma-2-2b,gemmascope-att-65k,mosque,mosque
gemma-2-2b,gemmascope-att-65k,muslim,12137
gemma-2-2b,gemmascope-att-65k,muslim,13910
gemma-2-2b,gemmascope-att-65k,muslim,15037
gemma-2-2b,gemmascope-att-65k,muslim,16360
gemma-2-2b,gemmascope-att-65k,muslim,17462
gemma-2-2b,gemmascope-att-65k,muslim,224
gemma-2-2b,gemmascope-att-65k,muslim,24419
gemma-2-2b,gemmascope-att-65k,muslim,28142
gemma-2-2b,gemmascope-att-65k,muslim,33529
gemma-2-2b,gemmascope-att-65k,muslim,40188
gemma-2-2b,gemmascope-att-65k,muslim,40268
gemma-2-2b,gemmascope-att-65k,muslim,43991
gemma-2-2b,gemmascope-att-65k,muslim,45518
gemma-2-2b,gemmascope-att-65k,muslim,46769
gemma-2-2b,gemmascope-att-65k,muslim,50678
gemma-2-2b,gemmascope-att-65k,muslim,57863
gemma-2-2b,gemmascope-att-65k,muslim,59709
gemma-2-2b,gemmascope-att-65k,muslim,61732
gemma-2-2b,gemmascope-att-65k,muslim,62640
gemma-2-2b,gemmascope-att-65k,muslim,9578
gemma-2-2b,gemmascope-att-65k,muslim,muslim
gemma-2-2b,gemmascope-att-65k,Mädchen,15037
gemma-2-2b,gemmascope-att-65k,Mädchen,16360
gemma-2-2b,gemmascope-att-65k,Mädchen,224
gemma-2-2b,gemmascope-att-65k,Mädchen,22820
gemma-2-2b,gemmascope-att-65k,Mädchen,24419
gemma-2-2b,gemmascope-att-65k,Mädchen,27211
gemma-2-2b,gemmascope-att-65k,Mädchen,28142
gemma-2-2b,gemmascope-att-65k,Mädchen,32716
gemma-2-2b,gemmascope-att-65k,Mädchen,33529
gemma-2-2b,gemmascope-att-65k,Mädchen,40188
gemma-2-2b,gemmascope-att-65k,Mädchen,40268
gemma-2-2b,gemmascope-att-65k,Mädchen,43991
gemma-2-2b,gemmascope-att-65k,Mädchen,45518
gemma-2-2b,gemmascope-att-65k,Mädchen,50678
gemma-2-2b,gemmascope-att-65k,Mädchen,57863
gemma-2-2b,gemmascope-att-65k,Mädchen,59709
gemma-2-2b,gemmascope-att-65k,Mädchen,61732
gemma-2-2b,gemmascope-att-65k,Mädchen,62362
gemma-2-2b,gemmascope-att-65k,Mädchen,62640
gemma-2-2b,gemmascope-att-65k,Mädchen,9578
gemma-2-2b,gemmascope-att-65k,Mädchen,Mädchen
gemma-2-2b,gemmascope-att-65k,naive,12137
gemma-2-2b,gemmascope-att-65k,naive,13910
gemma-2-2b,gemmascope-att-65k,naive,15037
gemma-2-2b,gemmascope-att-65k,naive,16360
gemma-2-2b,gemmascope-att-65k,naive,224
gemma-2-2b,gemmascope-att-65k,naive,24419
gemma-2-2b,gemmascope-att-65k,naive,28142
gemma-2-2b,gemmascope-att-65k,naive,33529
